name,url,level,rating,price
BRITISh reviewer available,https://accountsplace.co.ke/ads/british_reviewer_available1683540703,4,4,"KES 45,000"
iwriter premium,https://accountsplace.co.ke/ads/iwriter_premium1682096423,new,new,KES 15
Essaypro Active,https://accountsplace.co.ke/ads/essaypro_active1681380449,Active,"95%, 4.9","KES 210,000"
"Studypool Top-tutor level rated 💯 done 14 orders( business, humanities n health medical badges)",https://accountsplace.co.ke/ads/studypool_top_tutor_level_rated_done_14_orders_business_humanities_n_health_medical_badges1681380412,Top-tutor,100,"KES 55,000"
proficientwriters new non technical,https://accountsplace.co.ke/ads/proficientwriters_new_non_technical1681378876,New,New,"KES 20,000"
Edusson advanced 120 4.8 orders in progress and dollars inside,https://accountsplace.co.ke/ads/edusson_advanced_120_48_orders_in_progress_and_dollars_inside1681378404,Used,Used,"KES 135,000"
Studypool top tutor partner 20 orders 96% humanities and health health,https://accountsplace.co.ke/ads/studypool_top_tutor_partner_20_orders_96_humanities_and_health_health1681378296,Used,Used,"KES 50,000"
STUDYPOOL TOP TUTOR 380 ORDERS 96% WITH 4 BADGES,https://accountsplace.co.ke/ads/studypool_top_tutor_380_orders_96_with_4_badges1683115521,Probation,96%,"KES 62,000"
New Writerbay Account,https://accountsplace.co.ke/ads/new_writerbay_account1684340175,Beginner,5/5,"KES 95,000"
Rev caption and transcription available,https://accountsplace.co.ke/ads/rev_caption_and_transcription_available1683094247,Rookie,Rookie,"KES 8,000"
"SELLING WRITERBAY REGULAR PLUS, DONE 100 ORDERS RATED 4.71 HAS NO DEMOTIONS, NO WARNING, HAS 5 AUTO TAKES",https://accountsplace.co.ke/ads/selling_writerbay_regular_plus_done_100_orders_rated_471_has_no_demotions_no_warning_has_5_auto_takes1683094150,WRITERBAY REGULAR PLUS,4.71,"KES 310,000"
Writershub Junior with $30 Inside,https://accountsplace.co.ke/ads/writershub_junior_with_30_inside1683079118,Junior,KPI 20,"KES 21,500"
Chat homebase,https://accountsplace.co.ke/ads/chat_homebase1683071048,New,New,"KES 25,000"
"STUDYPOOL STANDARD RATED 91% DONE 70 ORDERS WITH THREE BADGES, HAS $42 INSIDE",https://accountsplace.co.ke/ads/studypool_standard_rated_91_done_70_orders_with_three_badges_has_42_inside1684744291,STANDARD,91,"KES 16,500"
Brandnew Tsm-group 8 slots rated 25 Kenyan profile,https://accountsplace.co.ke/ads/brandnew_tsm_group_8_slots_rated_25_kenyan_profile1683030760,New,25,"KES 55,000"
Edusson intermediate level done 300+ orders rated 4.8,https://accountsplace.co.ke/ads/edusson_intermediate_level_done_300_orders_rated_481683030760,Intermediate,4.8,"KES 115,000"
"New nerdy turtlez management, marketing, sociology",https://accountsplace.co.ke/ads/new_nerdy_turtlez1682344845,new,new,"KES 26,000"
"Studypool Top Tutor , rated 93% after 28 questions, 3 badges (Business, Science, and comp science). Affordable",https://accountsplace.co.ke/ads/studypool_top_tutor_rated_93_after_28_questions_3_badges_business_science_and_comp_science_affordable1681796601,Top Tutor,93%,"KES 28,000"
"Selling: Studypool standard, completed 75 orders, 88%, 4 badges (Business, humanities, economics, and engineering)",https://accountsplace.co.ke/ads/selling_studypool_standard_completed_75_orders_88_4_badges_business_humanities_economics_and_engineering1681796569,Standard,88%,"KES 12,000"
"Homeworkmarket, completed 3000+ orders, rated 4.8, earned over 11M. Affordable",https://accountsplace.co.ke/ads/homeworkmarket_completed_3000_orders_rated_48_earned_over_11m_affordable1681796529,Used,4.8,"KES 55,000"
"*Urgent Sale!  Writershub Senior Completed 70+ orders, KPI 37,  2 orders in progress with $70 inside. No warning",https://accountsplace.co.ke/ads/urgent_sale_writershub_senior_completed_70_orders_kpi_37_2_orders_in_progress_with_70_inside_no_warning1680503913,SENIOR,37,"KES 52,000"
Writershub Team Writer On quick sale,https://accountsplace.co.ke/ads/writershub_team_writer_on_quick_sale1680501671,TEAM,100,"KES 85,000"
Nerdy on sale..non technical,https://accountsplace.co.ke/ads/nerdy_on_salenon_technical1680500266,New,0.70,"KES 22,000"
"Studypool Partner Top tutor done 100+ orders, rated 98%, with 4 prime badges🔥",https://accountsplace.co.ke/ads/studypool_partner_top_tutor_done_100_orders_rated_98_with_4_prime_badges1680498314,Top Tutor,98%,"KES 130,000"
ACADEMIA ADVANCED 7.89 DONE 590 ORDERS,https://accountsplace.co.ke/ads/academia_advanced_789_done_590_orders1681635795,Advanced,7.89,"KES 120,000"
24writers done 50 orders available with 50 usd inside,https://accountsplace.co.ke/ads/24writers_done_50_orders_available_with_50_usd_inside1683899659,Used,Used,"KES 35,000"
WRITERSHUB JUNIOR KPI 10 DONE 12 ORDERS VERY CLEAN WITH SOME DOLLARS INSIDE,https://accountsplace.co.ke/ads/writershub_junior_kpi_10_done_12_orders_very_clean_with_some_dollars_inside1685125606,JUNIOR,10,"KES 24,000"
ESSAYSHARK FOREIGN PROFILE WITH FIXED ORDERS,https://accountsplace.co.ke/ads/essayshark_foreign_profile_with_fixed_orders1683271785,USED,9.54,"KES 75,000"
🔥🔥 ESSAYPRO 120 ORDERS  92% 5/5 60/24HR BID LIMIT AVAILABLE  @120K,https://accountsplace.co.ke/ads/essaypro_120_orders_92_55_6024hr_bid_limit_available_at_120k1685079914,Active,Active,"KES 120,000"
"Studypool standard, 80+ orders, 94%, 5 badges (Humanities, Health medical, Economics, Math, and Comp Science)",https://accountsplace.co.ke/ads/studypool_standard_80_orders_94_5_badges_humanities_health_medical_economics_math_and_comp_science1684991785,Standard,94%,"KES 24,999"
"STUDYPOOL TOP TUTOR 700+ ORDERS DONE RATED 97% WITH BUSINESS, COMPUTER SCIENCE, PROGRAMMING BADGES",https://accountsplace.co.ke/ads/studypool_top_tutor_700_orders_done_rated_97_with_business_computer_science_programming_badges1684688260,1,97%,"KES 126,000"
EDDUSON INTERMEDIATE DONE 27 ORDERS RATED 4.9/5* ACTIVE WITH A COMPOSITE SCORE OF 72% (2023),https://accountsplace.co.ke/ads/edduson_intermediate_done_27_orders_rated_495_active_with_a_composite_score_of_72_20231684687994,intermediate,4.9/5,"KES 130,000"
Nerdz Turtlez Management subject and non technical done 3 orders,https://accountsplace.co.ke/ads/nerdz_turtlez_management_subject_and_non_technical_done_3_orders1684687829,Done 12 0rders,0.6,"KES 20,000"
Edusson intermediate,https://accountsplace.co.ke/ads/edusson_intermediate1684685651,Edusson intermediate,4.8,KES 95
ADVANCED BLUECORP TAKE AND BID ACCOUNT DONE OVER 1000 ORDERS AVAILABLE,https://accountsplace.co.ke/ads/advanced_bluecorp_take_and_bid_account_done_over_1000_orders_available1680688705,ADVANCED,ADVANCED,"KES 90,000"
UVOCORP EXPERT B DONE 15 ORDERS 80% FROM SIMBA PROGRAM HAS 4 TAKES CPP MINIMUM $7 WITH PAYONEER AND PROFILE OWNER AVAILABLE,https://accountsplace.co.ke/ads/uvocorp_expert_b_done_15_orders_80_from_simba_program_has_4_takes_cpp_minimum_7_with_payoneer_and_profile_owner_available1680688628,UNIVERSITY,80,"KES 120,000"
ACADEMIA 7 TAKES OREMIUM LEVEL DONE 1300 ORDERS WITH A TOTAL OF 14 OPEN SUBJECTS WITH ALL CREDENTIALS,https://accountsplace.co.ke/ads/academia_7_takes_oremium_level_done_1300_orders_with_a_total_of_14_open_subjects_with_all_credentials1680688521,PREMIUM,9,"KES 170,000"
New WritersHub Probation,https://accountsplace.co.ke/ads/new_writershub_probation1680347204,Probation,N/A,"KES 11,500"
Writerslabs junior available rated 97%,https://accountsplace.co.ke/ads/writerslabs_junior_available_rated_971680346647,Junior,Junior,"KES 145,000"
Scribie Reviewer,https://accountsplace.co.ke/ads/scribie_reviewer1680345979,Pro,4.o,"KES 6,000"
"Writerbay senior level rated 4.86,Done 500+ orders active no warning no demotion , Kenyan profile with more than $200 inside",https://accountsplace.co.ke/ads/writerbay_senior_level_rated_486done_500_orders_active_no_warning_no_demotion_kenyan_profile_with_more_than_200_inside1681812818,Senior,4.86,"KES 165,000"
"Studypool PARTNER Top Tutor, 26 questions, 96%, 2 key badges (Business and Health medical). Iko na $44 ndani. USA profile",https://accountsplace.co.ke/ads/studypool_partner_top_tutor_26_questions_96_2_key_badges_business_and_health_medical_iko_na_44_ndani_usa_profile1681460436,Top tutor,96%,"KES 70,000"
NEW STUDYDADDY,https://accountsplace.co.ke/ads/new_studydaddy1685430793,NEW,N/A,"KES 5,500"
"Nerdyturtlez: Biology/chemistry/fin, statistics/maths/finance, IT/Database/networking",https://accountsplace.co.ke/ads/nerdyturtlez_biologychemistryfin_statisticsmathsfinance_itdatabasenetworking1685430226,new,100%,"KES 10,000"
crowd surf level 2,https://accountsplace.co.ke/ads/crowd_surf_level_21682096371,2,2,"KES 7,000"
selling 2019 and 2020 old verbit,https://accountsplace.co.ke/ads/selling_2019_and_2020_old_verbit1682096196,5,5,"KES 30,000"
REVIEW SCRIBIE,https://accountsplace.co.ke/ads/review_scribie1682307717,Review,3.6,"KES 1,700"
WRITERSLAB JUNIOR 100+ ORDERS RATED 97% NON TECHNICAL ACTIVE AVAILABLE,https://accountsplace.co.ke/ads/writerslab_junior_100_orders_rated_97_non_technical_active_available1680376143,Jnr,97%,"KES 145,000"
Brandnew Proficientwriters probation level,https://accountsplace.co.ke/ads/brandnew_proficientwriters_probation_level1683280860,Probation,New,"KES 15,000"
"Studypool Top tutor, 14 orders, rated 100%, 3 badges (Business, Humanities, WRITING, Health medical, and Math). Iko na 3k ndani",https://accountsplace.co.ke/ads/studypool_top_tutor_14_orders_rated_100_3_badges_business_humanities_writing_health_medical_and_math_iko_na_3k_ndani1680324322,Top Tutor,100%,"KES 60,000"
"Studypool standard, done 21 orders, 95%, 5 badges (Business, humanities, economics, engineering, and foreign language). Has $31 inclusive",https://accountsplace.co.ke/ads/studypool_standard_done_21_orders_95_5_badges_business_humanities_economics_engineering_and_foreign_language_has_31_inclusive1681967730,Standard,95%,"KES 24,000"
"Studypool Top Tutor , rated 93% after 28 questions, 3 badges (Business, Science, and comp science). Affordable",https://accountsplace.co.ke/ads/studypool_top_tutor_rated_93_after_28_questions_3_badges_business_science_and_comp_science_affordable1681967695,Top Tutor,93%,"KES 24,500"
STUDYPOOL PARTNER TOP TUTOR,https://accountsplace.co.ke/ads/studypool_partner_top_tutor1681963650,Toptutor,,"KES 70,000"
WRITERSHUB SENIOR,https://accountsplace.co.ke/ads/writershub_senior1681963532,Senior,,"KES 58,000"
Studypool,https://accountsplace.co.ke/ads/studypool1684597723,Standard,88/100,"KES 15,000"
Selling a prime study pool rising star,https://accountsplace.co.ke/ads/selling_a_prime_study_pool_rising_star1683056183,Rr   r                                                                                                                                        rising   star,100/100,"KES 35,000"
24 writers,https://accountsplace.co.ke/ads/24_writers1682003380,Working,N/A,"KES 44,000"
STUDYPOOL,https://accountsplace.co.ke/ads/studypool1680617311,STANDARD,96,"KES 45,000"
SAGE 1000 ORDERS RATED 4.9 ACTIVE ACCOUNT WITH ALL CREDENTIALS,https://accountsplace.co.ke/ads/sage_1000_orders_rated_49_active_account_with_all_credentials1683420222,Sage,4.9,"KES 339,000"
nerdy turtlez accounting,https://accountsplace.co.ke/ads/nerdy_turtlez_accounting1682344677,slightly used,0.7,"KES 16,000"
WritersHub Junior with $40 balance,https://accountsplace.co.ke/ads/writershub_junior_with_40_balance1682341108,Junior,N/A,"KES 25,000"
WRITEDOM PROBATION,https://accountsplace.co.ke/ads/writedom_probation1684860762,PROBATION,4.3,"KES 45,000"
Workstation Along Thika Road,https://accountsplace.co.ke/ads/workstation_along_thika_road1684950800,Office,100%,KES 200
"Studypool rising star, 6 orders, 100%, 4 badges (Business, Humanities, Science, and Programming)",https://accountsplace.co.ke/ads/studypool_rising_star_6_orders_100_4_badges_business_humanities_science_and_programming1684212013,Rising star,100%,"KES 24,999"
"Nanunua Writershub Junior, KPI 38 plus. Must have been withdrawing in the last couple of months. Ready cash. Call [REDACTED]",https://accountsplace.co.ke/ads/nanunua_writershub_junior_kpi_38_plus_must_have_been_withdrawing_in_the_last_couple_of_months_ready_cash_call_07201112151685178203,Junior,KPI 38,"KES 19,000"
24 Writers for sale,https://accountsplace.co.ke/ads/24_writers_for_sale1685164472,2 Stars,100/100,"KES 80,000"
Selling a 24 Writers account,https://accountsplace.co.ke/ads/selling_a_24_writers_account1685162827,2 stars,,"KES 80,000"
Essayshark,https://accountsplace.co.ke/ads/essayshark1685161433,Working still new,9.80,"KES 90,000"
The Content Panel,https://accountsplace.co.ke/ads/the_content_panel1685148631,N/A,Done over 140 orders,"KES 35,000"
Fiverr UK profile,https://accountsplace.co.ke/ads/fiverr_uk_profile1681748104,new,new,"KES 5,000"
WRITERBAY REGULAR INDIAN 4.6 DONE 200 ORDERS,https://accountsplace.co.ke/ads/writerbay_regular_indian_46_done_200_orders1681635512,Regular,4.6,"KES 145,000"
ACADEMIA RESEARCH TOP PREMIUM RATED 9.47 DONE 219 ORDERS,https://accountsplace.co.ke/ads/academia_research_top_premium_rated_947_done_219_orders1681635384,Top premium,9.47,"KES 180,000"
speechpad with rush jobs,https://accountsplace.co.ke/ads/speechpad_with_rush_jobs1682672166,98,98,"KES 16,000"
Essaypro on sale 4.8 and 89%,https://accountsplace.co.ke/ads/essaypro_on_sale_48_and_891683269895,4.8,4.8,"KES 85,000"
Edusson beginner available 12 orders 4.8 2023,https://accountsplace.co.ke/ads/edusson_beginner_available_12_orders_48_20231683268475,Beginner,4.8,"KES 120,000"
GoTranscript,https://accountsplace.co.ke/ads/gotranscript1684222602,2,5,"KES 10,000"
Non technical nerdy turtlex acounts available,https://accountsplace.co.ke/ads/non_technical_nerdy_turtlex_acounts_available1683536898,New,0.7 Base rate,"KES 24,000"
Natafta: Writershub Junior Clean (iwe active),https://accountsplace.co.ke/ads/natafta_writershub_junior_clean_iwe_active1683536810,Junior,100,"KES 20,000"
"Studypool Top Tutor, 200+ orders, 98%, 4 prime badges (Business, humanities, Writing and Science)@ KES 109K Kenyan Very Clean",https://accountsplace.co.ke/ads/studypool_top_tutor_200_orders_98_4_prime_badges_business_humanities_writing_and_science_at_kes_109k_kenyan_very_clean1683536526,TOP TUTOR,98,"KES 109,000"
focus forward available very cheap with tops,https://accountsplace.co.ke/ads/focus_forward_available_very_cheap_with_tops1683535043,new,new,"KES 8,000"
Writershub Probation zero Milleage on sale,https://accountsplace.co.ke/ads/writershub_probation_zero_milleage_on_sale1683534556,Probation,100,"KES 11,500"
WRITERBAY KENYAN PROFILE WITH INTACT CREDENTIALS,https://accountsplace.co.ke/ads/writerbay_kenyan_profile_with_intact_credentials1685219951,NEW,N/A,"KES 105,000"
4WRITER COLLEGE 1 TAKE 95% DONE 420 ORDERS,https://accountsplace.co.ke/ads/4writer_college_1_take_95_done_420_orders1685219802,COLLEGE,95%,"KES 63,000"
"ESSAYPRO 5/5, 99% DONE 100 ORDERS, OWNER AVAILABLE",https://accountsplace.co.ke/ads/essaypro_55_99_done_100_orders_owner_available1685219695,ACTIVE STATUS,99%,"KES 215,000"
"Selling 24writers, one star done 43 orders with $24 inside",https://accountsplace.co.ke/ads/selling_24writers_one_star_done_43_orders_with_24_inside1685206613,1 star,NA,"KES 30,000"
WRITERSLAB FRESHMAN LEVEL DONE 60 ORDERS  RATED 91%,https://accountsplace.co.ke/ads/writerslab_freshman_level_done_60_orders_rated_911685206509,FRESHMAN,91%,"KES 66,000"
Edusson intermediate,https://accountsplace.co.ke/ads/edusson_intermediate1683697138,intermediate,4.8,"KES 95,000"
"Studypool top tutor rated 96.3 done 390 orders with ambassador, humanities, business and science badges on sale..k",https://accountsplace.co.ke/ads/studypool_top_tutor_rated_963_done_390_orders_with_ambassador_humanities_business_and_science_badges_on_salek1683696665,Used,Used,"KES 55,000"
Studypool,https://accountsplace.co.ke/ads/studypool1682488328,Rising star,Working,"KES 39,000"
Writedom Regular,https://accountsplace.co.ke/ads/writedom_regular_471683876058,Regular,4.7,"KES 75,000"
Brandnew Writerbay ESL foreign profile,https://accountsplace.co.ke/ads/brandnew_writerbay_esl_foreign_profile1683874919,New,5,"KES 190,000"
transcribeme and Gotranscript,https://accountsplace.co.ke/ads/transcribeme_and_gotranscript1682096120,new,new,"KES 7,000"
scribie reviewer ad proof reader,https://accountsplace.co.ke/ads/scribie_reviewer_ad_proof_reader1682096010,3.83,3.83,"KES 3,500"
New steadycontent articles,https://accountsplace.co.ke/ads/new_steadycontent_articles1683280784,New,New,"KES 10,000"
New homeworkmarket/ sweetstudy,https://accountsplace.co.ke/ads/new_homeworkmarket_sweetstudy1683280728,New,New,"KES 1,500"
New Writedom both probation and regular level,https://accountsplace.co.ke/ads/new_writedom_both_probation_and_regular_level1683280669,Probation level,New,KES 45
Studypool Top-tutor level rated 💯 after 13 orders,https://accountsplace.co.ke/ads/studypool_top_tutor_level_rated_after_13_orders1683280536,Top-tutor,💯,"KES 52,000"
Writedom Probation level rated 4.5 completed 1000+ orders( very active),https://accountsplace.co.ke/ads/writedom_probation_level_rated_45_completed_1000_orders_very_active1683280441,Probation,4.5,"KES 55,000"
SPEECHPAD,https://accountsplace.co.ke/ads/speechpad1684592897,5,98/100,"KES 14,000"
WRITERSHUB TEAM WRITERS,https://accountsplace.co.ke/ads/writershub_team_writers1681963464,Team writers,,"KES 100,000"
Selling essaypro. Rated 4.7. Success rate 92%. Done arnd 700 orders. Bid limit 15/8 hrs,https://accountsplace.co.ke/ads/selling_essaypro_rated_47_success_rate_92_done_arnd_700_orders_bid_limit_1524_hrs1685350568,Active,4.7 and 92%. Done arnd 700 orders,"KES 110,000"
Essaypro rated 96% 4.8 300+ orders bidding limit 15/8hrs,https://accountsplace.co.ke/ads/essaypro_rated_96_48_300_orders_bidding_limit_158hrs1685349743,Active,4.8,"KES 149,000"
ESSAYPRO 1500+ ORDERS 98% 4.8* ACTIVE 15/8HRS FEMALE PROFILE,https://accountsplace.co.ke/ads/essaypro_1500_orders_98_48_active_158hrs_female_profile1685349427,Active,4.8,"KES 300,000"
STUDYBAY SAGE ACTIVE DONE 550+ ORDERS RATED 5* WITH ORDER IN PROGRESS,https://accountsplace.co.ke/ads/studybay_sage_active_done_550_orders_rated_5_with_order_in_progress1685349144,Sage,5*,"KES 330,000"
UVOCORP UNIVERSITY B 80% (EXPERT B) WITH 4 TAKES AND ALL CREDENTIALS AVAILABLE,https://accountsplace.co.ke/ads/uvocorp_university_b_80_expert_b_with_4_takes_and_all_credentials_available1682331228,Expert b,80%,"KES 125,000"
"STUDYPOOL PARTNER (USA) RISING STAR 100%, 2 BADGES; BUSINESS & HUMANITIES AVAILABLE.",https://accountsplace.co.ke/ads/studypool_partner_usa_rising_star_100_2_badges_business_humanities_available1683532798,NEW,,"KES 95,000"
Nipewe WritersHub Junior active recently done orders,https://accountsplace.co.ke/ads/nipewe_writershub_junior_active_recently_done_orders1683531712,Junior,100,"KES 20,000"
"USED COURSEHERO ACCOUNT KENYAN-PHYSICS,  MATHEMATICS, COMPUTER SCIENCE, CHEMISTRY",https://accountsplace.co.ke/ads/used_coursehero_account_kenyan_physics_mathematics_computer_science_chemistry1683531705,Active,63,"KES 60,000"
"Academia Research Advanced 3 takes 9.8 after 33 Orders with Business & Management, and History Subjects. SIM Available",https://accountsplace.co.ke/ads/academia_research_advanced_3_takes_98_after_33_orders_with_business_management_and_history_subjects_sim_available1683530204,.,.,"KES 115,000"
"Homeworkmarket, completed 3000+ orders, rated 4.8, earned over 11M. Affordable",https://accountsplace.co.ke/ads/homeworkmarket_completed_3000_orders_rated_48_earned_over_11m_affordable1680669053,Used,4.8,"KES 58,000"
Edusson Beginner Completed 3 orders with 1 in Progress✔✔✔,https://accountsplace.co.ke/ads/edusson1685147506,Beginner,5,"KES 126,000"
Great Content,https://accountsplace.co.ke/ads/zerys_level_41685136432,N/A,N/A,KES 25
Essaypro done 400+ orders  88% 4.8.  9 orders in progress with $450 ndani  30/8hrs bid limit  Bei ni negotiable,https://accountsplace.co.ke/ads/essaypro_done_400_orders_88_48_9_orders_in_progress_with_450_ndani_308hrs_bid_limit_bei_ni_negotiable1683530046,.,.,"KES 100,000"
Essayshark 5 orders 9.8,https://accountsplace.co.ke/ads/essayshark_5_orders_981685116620,Beginner,100..,"KES 60,000"
"Studypool Top Tutor, 950+ orders, 98%, 5 badges (Business, Humanities, Health Medical, Law, and Science). Comp science badge almost unlocking",https://accountsplace.co.ke/ads/studypool_top_tutor_980_orders_98_5_badges_business_humanities_health_medical_law_and_science_comp_science_badge_almost_unlocking1685078800,Top Tutor,98%,"KES 160,000"
Pure content,https://accountsplace.co.ke/ads/pure_content1684221574,Used,100,"KES 75,000"
Nerdy non technical account on Sale,https://accountsplace.co.ke/ads/nerdy_non_technical_account_on_sale1681192437,NEW,0.7,"KES 21,000"
Writerslab junior,https://accountsplace.co.ke/ads/writerslab_junior1682071132,Junior,94%,"KES 143,000"
ACADEMIA RESEARCH SENIOR ADVANCED LEVEL RATED 9.81 COMPLETED 100+ ORDERS,https://accountsplace.co.ke/ads/academia_research_senior_advanced_level_rated_981_completed_100_orders1685206347,SENIOR ADVANCED,9.81,"KES 145,000"
Ai-Media transcription account,https://accountsplace.co.ke/ads/ai_media_transcription_account1685198418,High level account,,"KES 85,000"
VIP WRITERS,https://accountsplace.co.ke/ads/vip_writers1680840490,New,100%,"KES 15,000"
Writershub Senior,https://accountsplace.co.ke/ads/writershub_senior1680840224,Senior,40,"KES 60,000"
Transcription staff,https://accountsplace.co.ke/ads/transcription_staff1680816341,100,100,"KES 8,000"
User testing,https://accountsplace.co.ke/ads/user_testing1680815427,New,100,"KES 10,000"
Essaypro,https://accountsplace.co.ke/ads/essaypro1681769905,95%,4.9,"KES 190,000"
Edusson,https://accountsplace.co.ke/ads/edusson1681768447,New,0 0RDERS,"KES 100,000"
"ACADEMIA RESEARCH BEAST PREMIUM LEVEL HEALTH N NURSING SUBJECT, DONE 900+ ORDERS WITH 6 OPEN SUBJECTS RATED 9.3 WITH ALL CREDENTIALS AVAILABLE",https://accountsplace.co.ke/ads/academia_research_beast_premium_level_health_n_nursing_subject_done_900_orders_with_6_open_subjects_rated_93_with_all_credentials_available1681766410,Premium,9,"KES 180,000"
"Academia, Senior Advance, Avg ratings 9.6, done 141 orders.",https://accountsplace.co.ke/ads/academia_senior_advance_avg_ratings_96_done_141_orders1680699357,Senior,9.6,"KES 150,000"
BEAST ESSAYPRO 4.8,https://accountsplace.co.ke/ads/beast_essaypro_481680699340,BEAST,,"KES 300,000"
Edusson Brand New,https://accountsplace.co.ke/ads/edusson_brand_new1680698109,NEW,Beginner,"KES 119,000"
New Edusson (120k) _ Negotiable,https://accountsplace.co.ke/ads/new_edusson_120k_negotiable1680695391,New,NA,"KES 120,000"
Writedom Pro-bation New $24 inside,https://accountsplace.co.ke/ads/writedom_pro_bation_new_24_inside1680692452,New,100,"KES 40,500"
Speechpad,https://accountsplace.co.ke/ads/speechpad1684592842,5,98,"KES 14,000"
"EDUSSON INTERMEDIATE RATED 4.9, 20+ ORDERS COMPOSITE SCORE 57% AVAILABLE.",https://accountsplace.co.ke/ads/edusson_intermediate_rated_49_20_orders_composite_score_57_available1684744241,INTERMEDIATE,,"KES 119,000"
WRITERSLABS NON TECH. AVAILABLE. SIM PLUS DOCS INTACT.,https://accountsplace.co.ke/ads/writerslabs_non_tech_available_sim_plus_docs_intact1684744119,NEW,,"KES 70,000"
TSM group account. New dashboard with 3 orders in progress,https://accountsplace.co.ke/ads/tsm_group_account_new_dashboard_with_3_orders_in_progress1685352685,Slightly used,500/500,"KES 150,000"
SCRIBIE,https://accountsplace.co.ke/ads/scribie1680946558,NEW,5/5,"KES 3,000"
Prowriterstime,https://accountsplace.co.ke/ads/prowriterstime1680943534,Freshman,91,"KES 65,000"
"Studypool Top Tutor, 30 orders, 97%, 3 badges (Business, Humanities and Economics)",https://accountsplace.co.ke/ads/studypool_top_tutor_30_orders_97_3_badges_business_humanities_and_economics1684211895,Top tutor,97%,"KES 49,000"
"Studybay savant, 5 stars completed 76 orders, active",https://accountsplace.co.ke/ads/studybay_savant_5_stars_completed_76_orders_active1684211046,savant,5 stars,KES 145
WRITERS HUB JUNIOR DONE 55 ORDERS,https://accountsplace.co.ke/ads/writers_hub_junior_done_55_orders1684184130,Junior,99/100,"KES 35,000"
ZERYS,https://accountsplace.co.ke/ads/zerys1680797697,4,4/5,"KES 25,000"
ESSAYPRO DONE 3500 ORDERS RATED 100% WITH 4.9 REVIEW RATE.70/8 HOURS BIDDING LIMIT,https://accountsplace.co.ke/ads/essaypro_done_3500_orders_rated_100_with_49_review_rate708_hours_bidding_limit1681747071,Active,100%,"KES 385,000"
Writerbay regular plus clean no warning no qc srilanka  Done 18 orders  5 takes  One order In progress  4.46 ratinf,https://accountsplace.co.ke/ads/writerbay_regular_plus_clean_no_warning_no_qc_srilanka_done_18_orders_5_takes_one_order_in_progress_446_ratinf1683268109,Reg plus,4.46,"KES 285,000"
Nipewe WritersHub active recently done orders,https://accountsplace.co.ke/ads/nipewe_writershub_active_recently_done_orders1683265292,Junior,N/A,"KES 19,000"
"Studypool Top Tutor, 30 orders, 97%, 3 badges (Business, Humanities and Economics)",https://accountsplace.co.ke/ads/studypool_top_tutor_30_orders_97_3_badges_business_humanities_and_economics1683264988,Top Tutor,97%,"KES 49,000"
"Edusson Group Intermediate done 500+ orders Rated 4.7, has 3 orders running. Everything is intact.",https://accountsplace.co.ke/ads/edusson_group_intermediate_done_500_orders_rated_47_has_3_orders_running_everything_is_intact1681901037,Intermediate Group,4.7,"KES 120,000"
"Studypool Top Tutor, 350+ orders, rated 99%, 6 prime badges (Business, Humanities, WRITING, Health Medical, Economics, and Math). 75% of orders done are above $15",https://accountsplace.co.ke/ads/studypool_top_tutor_350_orders_rated_99_6_prime_badges_business_humanities_writing_health_medical_economics_and_math_75_of_orders_done_are_above_151685506976,Top Tutor,99%,"KES 115,000"
"Studypool Top Tutor, 42 orders, 98%, 3 prime badges (Business, humanities, and Econ). Clean and affordable",https://accountsplace.co.ke/ads/studypool_top_tutor_42_orders_98_3_prime_badges_business_humanities_and_econ_clean_and_affordable1685506938,Top Tutor,98%,"KES 65,000"
Tsm new platform with 7 orders in progress available cpp 5-10 old system it was 500/500 rating comes with payoneer,https://accountsplace.co.ke/ads/tsm_new_platform_with_7_orders_in_progress_available_cpp_5_10_old_system_it_was_500500_rating_comes_with_payoneer1685505576,Used,Used,"KES 110,000"
NIPEWE UVOCORP CD TECHNICAL RECENTLY DONE ORDERS,https://accountsplace.co.ke/ads/nipewe_uvocorp_cd_technical_recently_done_orders1683534465,UNIVERSITY,80%,"KES 70,000"
WRITERBAY BEGINNER LEVEL KENYAN PROFILE RATED 4.9 AFTER 30 ORDERS,https://accountsplace.co.ke/ads/writerbay_beginner_level_kenyan_profile_rated_49_after_30_orders1684221467,Beginner,4.92,"KES 100,000"
Writershub,https://accountsplace.co.ke/ads/writershub1682070921,N/A,N/A,"KES 14,000"
Slightly used CASTING WORD ACCOUNT,https://accountsplace.co.ke/ads/slightly_used_casting_word_account1680554504,beginner,4/5,"KES 5,000"
Transcription staff account for sale,https://accountsplace.co.ke/ads/transcription_staff_account_for_sale1680553187,100,100,"KES 5,000"
URGENTLY SELLING 4WRITERS COLLEGE LEVEL DONE 120+ ORDERS 95%  HAS ONE TAKE WITH ALL CREDENTIALS N SOME $$ INSIDE TAKE,https://accountsplace.co.ke/ads/urgently_selling_4writers_college_level_done_120_orders_95_has_one_take_with_all_credentials_n_some_inside_take1681166142,College,95%,"KES 70,000"
"I AM SELLING WRITERBAY BEGINNER KENYAN NEW, SHARES EMAIL WITH ESSAYWRITERS JUNIOR LEVEL USED KENYAN ACCOUNTS",https://accountsplace.co.ke/ads/i_am_selling_writerbay_beginner_kenyan_new_shares_email_with_essaywriters_junior_level_used_kenyan_accounts1681164800,New,New,"KES 145,000"
